label	story
1	Information that describes an individual’s behavior or activity, on-line or off
1	Information about an individual's marriage(s).
1	As a Staff member, I want to Send a Formal Response to Applicant, so that I can satisfy communication and records responsibilities.
1	As a participant, I want to be able start a two-minute countdown timer that all participants can see, so that I can limit the time spent discussing the estimates when I think we’ve talked long enough.
0	Practices and policies regarding training of staff members
0	Organisational measures required/followed when processing data of the declared category
1	Information about an individual's proclivities in a sexual context
1	As a user, I want to either keep a logbook entry private or share it with individuals rather than groups.
1	As an administrator, I want to have researchers reset their own passwords, so that I don't have to send passwords in cleartext.
0	As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.
0	As an Owner, I want to design a schedule from the UI SME, so that I know the potential timeline of the UI improvements wanted.
0	As an investigator, I want to view the acceptance test results, so that I can understand how feature-complete the Neurohub node currently is.
1	As a Researcher, I want to be able to reference a remote-controlled vocabulary for my dataset, so that I can be sure that column of my dataset are valid against a single shard list of terms.
0	As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it.
1	Information about an individual's income bracket.
1	As a Cornell faculty member, I want to create a collection for my documents, or my organization's documents, and apply some distinctive branding to that collection, so that I can promote my work, or that of my organization.
0	As a Publisher, I want to validate the data I am about to publish to the registry, so that that I publish good data and know that I am doing.
1	As a Data Publishing User, I want to have my dataset update automatically as the source file/files changes, So that OpenSpending always shows current data.
1	As an OlderPerson, I want to have ALFRED to enable me to have face to face contacts as well, so that I do not just have virtual contacts over ALFRED.
0	As a collection curator, I want to see a dashboard widget showing a summary of recent submissions to my collection.
0	As an archivist, I want to automatically create access derivatives of digital objects, so that I don't have to do this manually.
0	As a researcher, I want to recruit for the last round of user research, so that we can summarize our findings and synthesize results.
0	As a user, I want to get info about perceptually similar video items and segments.
1	As a Data Publishing User, I want to have a view on all the datasets I have published, So that I can perform management actions on my own datasets.
1	Information about a device that an individual uses for personal use (even part-time or with others)
1	As a lab member, I want to view events and equipment bookings within the group.
0	As a user researcher, I want to have a list of priority workflow candidates that we might test, so that I can make sure we're capturing the priority areas.
1	Information about an individual's sexual preferences
1	As a Bath Data Archive administrator, I want to approve scheduled disposal of data, so that data which is still required is not destroyed.
0	As a repository manager, I want to view available versions of an object and restore a version from the staff interface.
0	As a researcher, I want to export descriptive data in a common format, so that I can use text mining tools on it.
0	Generic property specifying when or under which condition(s) the consent will expire
0	As a Data Analyst, I want to compare different versions of some datapackage locally, so that that I can see schema changes clearly and adjust my analytics code to the desired schema version.
1	As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.
1	As a Director of Research Integrity, I want to access reports containing details of research projects in which data are classified as sensitive or highly sensitive, so that I can confirm security protocols are applied to these data.
0	As a user, I want backend changes for bulk updating one enum value to another.
1	As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.
0	As a Developer, I want to be able to customise the Brand Name and Icon, and Primary Color of all frontend Javascript apps, So that I can customise the branding for my own needs.
0	As a Planning Staff member, I want to Conduct and Track Plan Amendments and Planning Studies, so that I can record work in process, outcome, and location-based information related to the Plan(s).
0	As an OlderPerson, I want to use ALFRED to contact help in case of an emergency.
0	As a anonymoususer, I want to read the blog, so that I can stay informed about all the latest happenings with BADCamp.
1	Information about an individual's work history in a professional context
0	As a library staff member, I want to deliver streaming media from within the repository, so that I can deliver such content in the manner expected and ensure continued access to said content.
1	Information about an individual's divorce(s).
1	As a faculty member, I want to go to my repository dashboard to manage members of my classes, grant submit permissions by pasting in a list of NetIDs, see confirmation that DDR recognizes the NetIDs, ability to manually remove permissions, ability to set begin and end dates for a submission window, and a have a status screen to clearly illustrate who has and hasn't submitted.
1	As a Zooniverse admin, I want to know when a volunteer has made an interesting comment on a subject.
0	As a user, I want to specify schema as a SQL schema string.
1	As a Cornell faculty member, I want to upload data to the repository and associate it with a publication, so that I receive attribution for my data as well as my publications.
0	As a FABS user, I do not want  DABS banner messages and vice versa, so that I have the appropriate information for my application.
0	As a user, I want to get feedback when I enter an invalid zip code.
1	Information about an individual's references in the professional context
0	As an OlderPerson, I want to have an ALFRED device that can be easily adapted for user that have visual or hearing troubles.
0	As a trainer, I want to create a new course or event, so that site visitors can see it.
0	As an Archivist, I want to create and edit Rights Management statements.
0	As a researcher, I want to secure remote access to the Neurohub node when working away from the laboratory
1	As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.
1	Information relating to an individual's credit record.
0	As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.
1	As a data manager, I want to know what the content of the data is, so that I can check whether the necessary expertise for maintaining intellectual reusability is available.
0	As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.
0	As a DAMS manager, I want to know when permitted and restricted acts and/or their active dates are modified.
1	Information about an individual’s family and relationships
0	As a trainer, I want to copy one of my courses or events, so that I can create a new one.
1	As a moderator, I want to change my account details, so that I can keep my account details up-to-date.
0	As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website.
0	As an archive, I want to get information about the volume of data to preserve at an early stage, so that I can provide the adequate storage infrastructure.
0	As an Archivist, I want to assign a component unique identifier to a Resource Component.
0	As a library staff member, I want to trace the list of revisors to determine who uploaded an item to the repository, so that I can confirm that proper procedures were followed.
0	As a user, I want to have a great UI and UX from the sites, so that I have a pleasant experience when navigating through them.
1	As a ResearcherPublisher, I want to know that my data conforms to its Data Package profile, so that I can feel trust in the validity and usefulness of the data.
1	As a developer, I want an online service that is connected to my data repository that validates data on update, so that I can delegate data validation to a third party.
0	As a user, I don't want to see NASA grants displayed as contracts.
1	As a user, I want to ensure that dataset reconfiguration fails if the corresponding update of the explore table fails.
1	As a researcher, I want to import metadata that I captured with a metadata tool, so that I do not have to capture it again in a DMP.
1	As a faculty member, I want to upload my scholarly work to the repository, so that I can have a persistent URL that can be used for my personal web page and CV.
1	As a researcher,  I want to have the ability to restrict the data I share to certain researchers or groups of researchers.
1	Information about financial transactions e.g. bank transfers
1	As a Research Information manager, I want to integrate the archive with CRIS, so that I can analyse impact of research data publication I can link funding to all of the outputs it produces.
0	As a researcher,  I want to have the ability to bulk upload directories and files with minimal effort.
1	As an OlderPerson, I want to receive a medicine reminder from ALFRED.
1	As an OlderPerson, I want to use ALFRED to navigate to an event or concert and help me when I am lost.
1	Information that relates to an individual's demeanor.
0	As a researcher, I want to be able to view a finding aid for a particular collection/Resource.
1	Information about an individual's sibling(s).
1	As a researcher,  I want to have the ability to attach standard meta data for drug responses, so that my data can later be searched for and understood.
0	As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.
1	As an OlderPerson, I want to help me to control my body weight.
0	Used to scope the purpose, e.g. restriction to a certain business sector
0	Practices regarding incorporating data protection and privacy in the design of information and services
0	As a faculty member, I want to add a date delimiter to a search string, so that I can limit a search to return only results from before, after, or between a given date or dates.
0	As a corporatesponsor, I want to display my logo on a corporate sponsors page, so that others see the company's support of Scrum.
0	As a administrator, I want to bulk approve sessions as accepted, so that I can save time.
0	As a institutional data steward, I want to be able to extract the data sets that are submitted to external repositories, so that I can add them to an institutional data catalogue.
1	As a DB/IR administrator, I want to search for administrator accounts using full/partial email or name.
0	As a researcher, I want to extract the description of the data collected, so that I can reuse it for the writing of a data paper.
0	As a RepositoryManagerResearcher, I want an app that acts as a match-making service for packaging data, so that owners are paired with data packagers.
0	As a site visitor, I want to see new content when I come to the site, so that I come back more often.
0	As a developer, I want to have the API to be well defined and well documented.
1	As an OlderPerson, I want to have games that include my favourite sports.
0	As a collection curator, I want to allow some collections the option of setting an embargo date at deposit.
0	As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.
1	As an NSF person interested in attending user interviews, I want to know when they are scheduled and the type of user that will be interviewed.
0	As an archivist, I want to add restriction end date information to files, so that I can share files when they become open.
0	a seal or a mark indicating proof of certification to some certification or standard
0	As an archivist, I want to distinguish between images scanned in color or black and white, so that I know whether or not these images meet publication requirements.
0	As a developer, I want to have the API components to be on a high level so that I donâ€™t have to deal with their details.
0	As a developer, I want to determine if we can use the in-built Fedora 4 event audit services.
1	As a user, I want to receive content recommendations based on most relevant news events in my area.
0	As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.
1	Information that relates to an individual's attitude.
1	As an OlderPerson, I want to use ALFRED to maintain my contact list in my phone.
0	As a repoadmin, I want to have Symplectic Elements to communicate
0	As a user, I want to identify broadcaster logos in videos, and receive related information about them.
0	As a site administrator, I want to understand how other similar organizations are handling content, so that I can make informed decisions about what appears to work well and what doesn't.
1	Information about an individual's reputation in the public sphere
0	As a team member, I want to know when the mid-point checkin is and what will be covered, so that I can plan accordingly.
1	As a user, I want to be able to browse through the list of facolities and see which ones are environment-friendly, so that I can know for sure my waste is not going to leave a negative ecological footprint.
1	As an Applicant, I want to Submit Application, so that I can provide my information, plans and/or documents to initiate a transaction with the County.
0	As a team member, I want to have a platform that allows me to rapidly prototype HTML ideas.
1	As a supervisor, I want to view what my researchers were doing on a given date or period of time.
1	As a repository manager, I want to schedule a message to users to be displayed on each page on the repository between select times for things like notification of upcoming downtime.
0	As an app developer, I want to only depend on the interface of a dataset type in my app and have the system inject the implementation at runtime.
1	As a developer, I want to have the site comply with the W3C accessibility guidelines where possible, so that people with accessibility issues can use the application.
0	As a repository manager, I want to say one collection is related to another collection.
1	An unique identifier used to identify an individual.
1	As a researcher, I want to collect data as a library of data, which can then be used by one or multiple experiments that are defined at a later stage.
1	As a hydrator user, I want to create a pipeline that reads or writes an existing dataset instance.
1	As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.
0	As a sponsor, I want to personalize my sponsorship page, so that I can promote my brand.
1	The contents of Emails that an individual sends or receives.
1	As a moderator, I want to select an item to be estimated or re-estimated, so that the team sees that item and can estimate it.
1	As a researcher, I want to have the ability to locate experiment files using meta data, regardless of where those files are located.
0	Security of data
0	As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.
0	As an administrator, I want to assign rights to user groups or roles, so that I can control what users can and can't do.
1	An Internet protocol (IP) address of a device used by an individual.
0	As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations.
0	As a researcher, I want to have the ability to form links between objects, for example File A is an analysis of File B, so that data can be searched by type and by association.
1	As an OlderPerson, I want to have ALFRED ask spontaneous questions but it would be better to programme it during certain times of the day.
0	As a depositor, I want to get feedback post-ingest alerting me if files I submitted do not conform to their format specifications, if they are not valid, or if they are not wellformed.
1	Information about an individual's telephone number.
0	As a Plan Review Staff Member, I want to Review the Code Modifications submitted by the Applicant, so that I can review the request and if approved, associate it with the appropriate project.
1	As a repository manager, I want to know all the collections and objects in the DAMS for which I have custodial responsibility.
1	As an archivist, I want to search images by place the photo was taken.
0	As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.
0	As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.
1	As a developer, I want to have an easy way to define questions the user can ask and perform.
0	As a administrator, I want to mark a session as accepted, so that I can populate the schedule .
1	As a trainer, I want to load an Excel file into the site, so that the course participants are added to the Scrum Alliance records.
1	As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.
0	As a researcher, I want to know when only part of a folder has been digitized, so that I know if I am seeing everything or only a portion.
1	As a Publisher, I want to unpublish a data package, so that it is no longer visible to anyone.
0	As a collection curator, I want to have metadata changes made to items with repository-assigned DOIs to be propagated to the EZID.
0	As a repository manager, I want to indicate other descriptions of the collection that are outside the DAMS and of probable importance to users.
0	As an OlderPerson, I want to have ALFRED to give me goals and missions that encourage me to do new activities and exercises and to go out.
1	As a trainee, I want to add to "my schedule" if there is a schedule feature on the site, so that they can schedule their event experience.
1	As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.
0	As a system administrator, I want to migrate data from an older version of NeuroHub to the current version.
0	As a team member, I want to have a high-level sense of the project timeline, so that I can plan my work.
0	As an API User, I want to be able to get bordering regions|cities when I query a region|city, So that I can provider wider visual context for mapping visualisations.
0	As a site editor, I want to assign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site.
0	As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.
1	As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.
1	As a participant, I want to see who gave what estimates during the current round, so that I know this when we’re discussing the estimates.
0	As a user, I want to trigger a migration process for a dataset if updating its properties requires that.
0	As a repoadmin, I want to provide the server SLA to data contributors.
0	to gather data from someone
0	As an API User, I want to be able to normalise measures by geographical area, So that I work with datasets in reference to their contextual constraints.
1	As an MRI operator, I want to digitally record the responses that subjects make when completing paper-based forms.
0	As a site member, I want to subscribe to an RSS feed of jobs available, so that I can read them without visiting the site.
0	As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.
0	To sell or provide targetted advertisements about the user to Third Parties
0	As an OlderPerson, I want to use ALFRED to control the heating.
1	As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.
0	As a user, I want more information about how many rows will be published prior to deciding whether to publish.
0	As a DAMS manager, I want to indicate to preservation managers aspects of a master file useful for monitoring its integrity, and impending obsolescence, including file size, creation date, file format and format version.
1	As an OlderPerson, I want to be able to see my training Performance.
0	As a collection curator, I want to set a date after which data will expire and be deleted or hidden then deleted.
0	Information used to authenticate an individual with something they know
0	As a Publisher, I would like a tool to check data availability persistence after publication.
1	As a Zooniverse admin, I want to know when I should interrupt a volunteer.
1	As a user, I want to search specifically for files rather than log book pages.
1	As an app developer, I want to deploy a new version of a dataset type as part of deploying a new version of the app that includes it and I expect that all dataset instances of that type that were created as part of the app deployment start using the new code.
0	As an Archivist, I want to import EAD files that were exported by Archon.
0	As a team member, I want to have a prototype strategy, so that I understand how we will gain understandings from tests that will drive recommendations.
0	As an archivist, I want to view physical locations for non-archival material, so that I can provide research services to donors.
1	As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.
0	This property associates a data processing category with an instance of legal data handling or consent
1	As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.
1	As an admin, I want to get a quick assessment of whether audio material has been edited before the upload.
0	As an Archivist, I want to associate an Instance with a Resource and/or Resource Component.
1	As a PI, I want to know who owns the data, so that I know what I am allowed to do with it.
0	Category of certifications, seals, and marks indicating compliance to regulations or practices
1	As a researcher, I want to upload files prior to having them attached to a log book page using the web interface.
0	As a user, I want to view the group's shared calendars via the Neurohub Nodes' Web page as well as on my mobile device.
1	Information about an individual's health history.
0	As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to ensure buy-in.
0	As a developer, I want to enable customers to provide feedback about my App and need an easy way to watch this feedback.
1	As a researcher, I want to indicate within my electronic log book which experimental data is good/bad, hide the bad data, but still keep it in the system just in case it is useful in the future.
1	to irreversibly alter personal data in such a way that a unique data subject can no longer be identified directly or indirectly or in combination with other data
0	A Person or Organisation, including Data Subjects, that constitute as a legal entity.
0	As an NSF administrator, I want to shadow the CMS implementation, so that I can learn as the prototype is developed further.
1	As an owner, I want to be sure that USAspending only send grant records to my system.
1	As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant and record the outcome, so that I can listen to it again.
1	As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.
1	Information about an individual's favorite color.
1	Information about an individual's salary
1	As a DB/IR administrator, I want to have robust searching and tracking features for existing and newly created patron accounts.
0	As a Cornell faculty member, I want to easily assign a CC license to the files I are depositing, so that users know how the materials can be used.
0	As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on.
0	Derived data is data that has not been directly provided by the DataSubject, but has been derived from other collected or externally obtained data.
1	As an OlderPerson, I want to receive a message when my home care nurse is on her way.
1	As a publisher, I want to embed an interactive preview of my data on my site, so that users can be encouraged that this is the correct data for them.
1	As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.
0	As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can determine what basic support services and functionalities are required.
1	As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.
1	As a moderator, I want to view a transcript of a game, so that I can see the stories and estimates.
0	As a researcher, I want to have accurate cross-collection citation information, so that I can find materials again.
1	As a MedicalCaregiver, I want to be able to see if the patient has taken her medicine.
1	Information about the consumption of a service by an individual. Examples: time and duration of consumption.
0	As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods.
1	As a researcher, I want to search OCRed text in all available digitized textual documents, so that I can more efficiently locate digitized documents relevant to my research.
0	As an NSF employee, I want to know where the initial in-person meeting will be, so that I can plan on attending.
1	As a faculty member, I want to upload my scholarly work to the repository, so that I can reach a non-academic audience, expand my influence within my academic community, and use it for teaching.
1	As an OlderPerson, I want to receive information from ALFRED by speech technology.
0	As a DB/IR administrator, I want to unpublish a report/dataset if requested to do so by USDA agency.
0	As a researcher, I want to download reports, so that I can use them in immediate and future in talks and articles.
0	As a user, I want to prove definitively that I created a page on a certain date.
0	Defines a location or goespatial scope, where the data is (physically) stored
0	As a staff member, I want to denote an application with a Final Action status. So that I can finish it.
0	As a collection curator, I want to lift an embargo for an object in a simple way.
0	As a library staff member, I want to upload material to the repository on the author's behalf, so that I can fulfill a service obligation.
1	As a FABS user, I want to link the SAMPLE FILE on the "What you want  to submit" dialog to point to the correct file, so that I have an accurate reference for my agency submissions.
0	As a moderator, I want to select whether to have the team estimate with (0, 1/2, 1, 2, 3, 5, 8, etc.) or (0, 1, 2, 4, 8, 16, 32, etc.), so that the team can use either the modified Fibonacci sequence or powers of 2.
0	This property associates a technical/organisational measure with an instance of legal data handling or consent
0	As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages.
0	Top Class to describe a concrete instance of legal personal Data Handling of a defined class of Data Subjects, meaning that a personal Data Category is undergoing specified processing by a specific data controller and/or transferred to some recipient for a particular purpose, based on a specific legal ground, with specified security measures and restrictions (e.g. storage locations and storage durations).
0	As a repository manager, I want to indicate any license pertinent to an object.
0	As a user, I want to generate and validate D Files from FABS and FPDS data.
1	As a participant, I want to have the two-minute timer reset itself as soon as we all play an estimate, so that it's ready for use on the next round.
0	As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.
1	As an OlderPerson, I want to have an ALFRED device that helps me to communicate with my friends and family.
0	As a user, I want to know the rights status of an object.
1	As a Repository Manager, I want a tool that makes it easy for researchers/ users to add basic metadata to their research data, so that it is more findable and therefore useful.
1	Information that describes an individual's family structure.
1	Information about an individual's interactions in the public sphere
0	to make a record (especially media)
0	As a VisualDesigner, I want to concept different styles for the nsf.gov website, so that we can discuss different design concepts with stakeholders.
0	Indicates consent is explicit as explained in GDPR Article 9.2a and Article 22.2c
1	As a authenticateduser, I want to submit a session at BADCAMP, so that I can get my session evaluated.
1	As a trainingcoordinator, I want to email all the trainers at once from the website for info and updates, so that It is easier to use.
0	As a repository manager, I want to know any event that occurred to a content file for any of my repository's objects.
0	As an archivist, I want to search by tag, so that it makes finding particular photographs easier.
0	As a library staff member, I want to receive a quick response and a reasonable resolution to tech support issues, so that service can proceed with minimal interruption.
0	As a faculty data steward, I want to see the sections on costing, so that I can ensure sufficient expertise on data management to support the project.
0	This property associates a purpose with an instance of legal data handling or consent
0	As a collection curator, I want to create deposit forms specific to the collection.
0	As an academicresearcher, I want to find the works of a particular author in one easily sortable spot, so that I can see the evolution of their scholarship over time.
0	As a Zooniverse admin, I want to know when Zoonibot should comment on a subject.
0	As a user, I want to modify or branch an experimental protocol, whilst retaining the original.
0	As a sponsor, I want to link BADCamp attendees to my sponsorship page, so that I can show off our level of attendance.
1	As repository manager, I want to view authenticated, active users and anonymous users.
0	As a library staff member, I want to create a collection, sometimes with custom metadata fields, so that I can house digital material for wider distribution.
1	As a hydrator user, I want to create a pipeline that reads or writes a new dataset instance and I want to create that dataset instance as part of pipeline creation.
1	As a user, I want to ensure that an update of explore never leads to silent loss of data or data available for explore.
0	As a Zooniverse admin, I want to group whale calls that are similar.
1	Information on an individual's criminal pardons.
1	Information about an individual's blood type.
0	As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates.
1	As a MedicalCaregiver, I want to give corrective feedback if exercises are performed wrong, too much or in any other way harmful to the user.
0	As a stakeholder, I want to know when the data management plan was created or updated, so that I know how up-to-date the plan is or whether it needs to be updated.
0	As a DB/IR administrator, I want to add future release dates of reports/datasets to calendar for patron FYI.
1	As an academicpublisher, I want to make persistent web links between my articles and underlying datasets, so that my journals can be seen to be filled with robust, high quality research.
0	As a DAMS manager, I want to know, via the preservation manager, of all files for which the checksum has changed since last registered.
0	As a user, I want to know of all other pertinent versions or descriptions of the resource.
1	As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems.
0	A type of processing from one of the processing categories in the processing Taxonomy
0	As a developer, I want to know the fees the provider of the market place charges for using the platform.
1	As a depositor, I want to deposit and maintain datasets through a simple web interface, so that I don't need to install and learn new software to deposit.
0	As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.
0	As an API User, I want to be able to get a set of monetary measures transferred to different currencies, So that I can use this in scenarios that might enable comparison by normalisation.
1	Information about an individual’s location
0	As an agency user, I want to be confident that the data coming from SAM is complete.
1	A Media Access Control (MAC) address of a device used by an individual.
0	As a MedicalCaregiver, I want to have ALFRED to remind people to exercise regularly.
0	Encryption of data when being stored (persistent encryption)
1	As a moderator, I want to show all estimates immediately, so that I can decide to show the estimates that have been given even though not all estimators have given their estimate.
0	As a JuniorResearcher,  I want to have the ability to harvest knowledge from within the group, so that I can learn from more experienced researchers.
1	Information about an individual's gender
1	As an OlderPerson, I want to use ALFRED to pick the phone sooner up when I am at home.
1	As a ResearcherGovernment Publisher, I want to add general reference data to my narrow dataset, so that my dataset is more useful.
0	As a FABS user, I want to download the uploaded FABS file, so that I can get the uploaded file.
0	As an Archivist, I want to import only Agent and Subject information from MARCXML records.
0	As a user, I want to configure time-to-live in a uniform way across all dataset types.
1	Information about an individual’s personal history (e.g., events that happened in a person’s life, either to them or just around them which might have influenced them (WWII, 9/11)).
1	As a hydrator user, I want to ensure that all dataset instances created by apps are available as sinks and sources for pipelines.
1	As a Cornell faculty member, I want to easily find all the items in the repository that I have authored, by searching on my name (author name authority and/or identification issue), because I keeps my publications in the repository up-to-date and points people tithe repository.
1	Information about professional interviews associated with an individual
0	As a team member, I want to know what the first hypothesis is, so that I can start developing a prototype to test.
1	As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.
0	methods which restrict access to a place or resource
0	As an agency user, I want a landing page to navigate to either FABS or DABS pages, so that I can access both sides of the site.
0	As a library staff member, I want to have customizable metadata fields, so that each project is described in the most accurate way possible.
0	As an Authenticated User, I want to get access to links to contextual help.
1	As a repository manager, I want to indicate all subjects that are pertinent to a collection, object, or object component.
0	As a Zooniverse admin, I want to detect moving and transient objects in the images.
0	As a DeveloperWrangler, I want to use a command line tool that allows met to validate data, so that I can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow.
1	As a user researcher, I want to set up a website recruitment test, so that I can see if we can recruit users in real time from the website.
0	certification mechanisms, seals, and marks for the purpose of demonstrating compliance
0	Indicates whether the processing comprises of or is part of or results in automated decision making
0	As a site editor, I want to be able to indicate whether an article is publicly available or for members only, so that visitors are incentivized to become members.
0	to process data in a way it no longer exists or cannot be repaired
1	As a researcher, I want to upload files prior to having them attached to a log book page using a mapped network drive.
0	As a developer, I would like to create a web socket protocol for Frictionless data tools, so that I can easily use data packages with additional data analysis tools.
1	Information about an individual’s accent.
0	As a anonymoususer, I want to have the training options clearly marked for the following information: day and time of training, title, short summary, trainers, level, number of registrations, remaining registrations, location of training, link to full details of the training, register now link, so that I can shop for training all with one page AND find their class on on one page.
0	As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.
1	Information relating to an individual's credit standing.
0	‘third party’ means a natural or legal person, public authority, agency or body other than the data subject, controller, processor and persons who, under the direct authority of the controller or processor, are authorised to process personal data;
0	As an API User, I want to be able to get a CSV output of any cube-based query, So that I can use work with tools that read CSV.
0	As a lab administrator, I want a way of managing worm strain stocks that is integrated with Wormbase.
0	Special category or personal data as per GDPR Art. 9 (1)
0	As a designer, I want to have a style guide / design guide / content guide, so that we have a uniform way of delivering product.
0	As a repository manager, I want to compose collections, limiting the collection to the items sharing the same provenance, limiting the collection to represent a part of a collection have a singular provenance, or assembly a collection from other collections and objects.
1	As a ResearcherPublisher, I want to publish Data Packages to CKAN, so that my data is findable, and I can have a data API.
0	As an Archivist, I want to upload an EAD for import from within the frontend application.
0	As a Broker user, I want  to help create content mockups, so that I can submit my data efficiently.
0	As a developer, I want to be able to design my App on my own - though there will be a few rules I have to stand to.
0	As a anonymoususer, I want to find session information, so that I can go to a session.
0	As an NSF employee, I want to have an updated roadmap document, so that I can see prioritized areas to focus on for the next few months and beyond.
0	As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.
1	As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.
0	As a researcher, I want to access educational outreach materials, so that I can make connections with institutions.
1	As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.
0	As an agency user, I want to ensure that deleted FSRS records are not included in submissions.
0	As a student, I want to upload to the repository the data that is associated with my embargoed dissertation to meet requirements of a DMP I submitted with my NSF DDIG.
0	As a plugin developer, I want to use a custom dataset type that was deployed independently or as part of an app inside the plugin.
1	As a Staff member, I want to Track  the Draft Proffers, so that I can preserve the history of draft proffer statements submitted by the Applicant.
0	As a Staff member, I want to Manage Affidavits, so that I can ensure compliance with the requirements prior to the hearing.
0	To create product recommendations e.g. suggest similar products
0	As an API User, I want to be able to dynamically request polygons based on the query made, So that I can provide maps that match the query.
1	As a user, I want to walk around, access content using a geographical map and be informed if there are videos covering the area, monuments or any other relevant point of interest.
0	As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.
0	As a user, I want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element.
0	As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.
1	As a collection curator, I want to see the referers for visitors who use resolver-abstracted links to reach my items.
0	As a Developer, I want to prevent duplicate transactions from being published and deal with the time gap between validation and the publishing decision.
0	As a user, I want to search for collections, objects, and object components by pertinent such headings, including title, topic, genre/form, geographical name, function, occupation, name, cartographics, etc.
1	Information related to an individual's mental health.
1	Information about an individual's favorite music.
1	Information about an individual's social status
0	‘processor’ means a natural or legal person, public authority, agency or other body which processes personal data on behalf of the controller;
0	As a developer, I want to provide an easy way to manage the user Settings.
1	As a repository support team member, I want to rename a collection, so that I can fulfill the collection owner's request.
0	As a repository manager, I want to know of any changes made to the origin Info for an object, including its component parts.
0	As a Data Publishing User, I want to be able to import data from a Google Spreadsheet, So that I do not have to convert data formats in order to use the data packager.
0	A set of rules or procedures outlining the norms and practices for conducting activities
0	As an app developer, I want to deploy a new version of a dataset type as part of an app artifact, without affecting other datasets of this type.
0	As a library staff member, I want to create collections which highlight rare, archival, or endangered material, so that I can preserve and provide access to this material.
0	As a user, I want the DUNS validations to accept records whose ActionDates are before the current registration date in SAM, but after the initial registration date.
0	As a web recruiter manager, I want to confirm the recruiter is set up and working properly, so that I can deploy it on more pages.
1	As a moderator, I want to invite estimators by giving them a URL where they can access the game, so that we can start the game.
0	As a user, I want to view thumbnail sequences of video segments.
0	Specifies the method by which consent was provisioned or provided
